person_id,person_name,role,film_count,known_for
sundar-c,Sundar C.,director,1,BNUY
sundar-k-vijayan,Sundar K. Vijayan,director,1,BDVY
sundar-surya,Sundar Surya,director,1,BLCW
sundarrao-nadkarni,Sundarrao Nadkarni,director,2,"DAA, BJVS"
sundeep-cheguri,Sundeep Cheguri,director,1,BYDW
sundeep-mallipudi,Sundeep Mallipudi,director,2,"CUZJ, BRHD"
suneel-kumar-reddy,Suneel Kumar Reddy,director,1,DAJZ
suneeth-alladi,Suneeth Alladi,director,1,BSAZ
suneeth-jampa,Suneeth Jampa,director,1,CXRG
sunil,Sunil,director,2,"BIVK, BHEZ"
sunil-bandi,Sunil Bandi,director,1,CDKX
sunil-k-reddy,Sunil K. Reddy,director,1,BYOC
sunil-kumar-desai,Sunil Kumar Desai,director,7,"BDNB, BDPN, BEUT, BEBZ, BIST"
sunil-kumar-reddy,Sunil Kumar Reddy,director,1,BPGY
sunil-reddy,Sunil Reddy,director,2,"BIVQ, BIQZ"
sunny-pothula,Sunny Pothula,director,1,BRGX
supriya-chekuri,Supriya Chekuri,director,2,"BSBY, CCEE"
suraj,Suraj,director,2,"BGFF, BDFR"
surati-durga-rao,Surati Durga Rao,director,1,PYO
surendar-kapoor,Surendar Kapoor,director,1,BEOW
surendar-reddy-patthi,Surendar Reddy Patthi,director,6,"ATRO, AUHM, AWRE, BHDN, BGWQ"
surender-reddy,Surender Reddy,director,1,DAXG
surendra-reddy,Surendra Reddy,director,1,AVCT
suresh,Suresh,director,6,"BJKI, BJXT, BGAS, BIGA, BEWD"
suresh-dir,Suresh (Dir),director,1,BFRK
suresh-bujji,Suresh Bujji,director,1,BELP
suresh-charan,Suresh Charan,director,1,ATGL
suresh-geervani,Suresh Geervani,director,1,CTYH
suresh-govind,Suresh Govind,director,1,CCKT
suresh-heblikar,Suresh Heblikar,director,1,BKCF
suresh-jain,Suresh Jain,director,1,BDKX
suresh-krishna,Suresh Krishna,director,29,"BKAN, ADTN, AEDL, AENF, AHGN"
suresh-kumar,Suresh Kumar,director,2,"BIDZ, BGEK"
suresh-menon,Suresh Menon,director,1,BHSH
suresh-varma,Suresh Varma,director,9,"BJWQ, BIUP, BJHN, BHHV, ASKY"
suresh-yadavalli,Suresh Yadavalli,director,1,CCCO
surrender-reddy,Surrender Reddy,director,2,"BPVS, BWCU"
surya,Surya,director,3,"BEMD, BHAR, BFTZ"
surya-injamuri,Surya Injamuri,director,1,BIOA
surya-prakash,Surya Prakash,director,2,"ASAH, BDNQ"
surya-prasad,Surya Prasad,director,1,AVVT
surya-pratap,Surya Pratap,director,2,"BGZX, BEIZ"
surya-raju,Surya Raju,director,2,"BGRT, CUQZ"
surya-s-j,Surya S.J.,director,1,AXRB
surya-teja,Surya Teja,director,3,"ASVI, BJTG, CSCS"
suseenthiran,Suseenthiran,director,1,BUET
sushanth,Sushanth,director,1,CBGZ
sushanth-reddy,Sushanth Reddy,director,1,BUSD
sushmit-ghosh,Sushmit Ghosh,director,1,CUZR
susi-ganesan,Susi Ganesan,director,3,"BIGL, BJPU, BFRL"
susindran,Susindran,director,4,"BFGI, BDJP, BHUI, BGVQ"
swamy,Swamy,director,1,BERD
swamy-mahesh,Swamy-Mahesh,director,1,BFEH
swarna-subba-rao,Swarna Subba Rao,director,1,ATPK
swaroop-rsj,Swaroop Rsj,director,1,CWMV
syed-imran,Syed Imran,director,1,BOWN
syed-rafi,Syed Rafi,director,1,BHBS
sylvester-stallone,Sylvester Stallone,director,1,BHBJ
t-ashok-kumar-reddy,T. Ashok Kumar Reddy,director,1,BGOW
t-gopala-krishna,T. Gopala Krishna,director,2,"SSA, AEAP"
t-guru-prasad,T. Guru Prasad,director,1,CGID
t-janakiram,T. Janakiram,director,1,BJNZ
t-kranthi-kumar,T. Kranthi Kumar,director,19,"YHP, ZAR, AAHM, BHUD, ABJB"
t-krishna,T. Krishna,director,10,"MST, PSS, RQP, TEA, BFCP"
t-krishna-thottempudi-krishna,T. Krishna (Thottempudi Krishna),director,6,"XWH, ZPS, ZPU, AAFK, AAMR"
t-madhava-rao,T. Madhava Rao,director,4,"ODQ, PBP, QTP, ABFE"
t-madhu,T. Madhu,director,1,BDPW
t-mahalingam,T. Mahalingam,director,1,BGCQ
t-marcony,T. Marcony,director,1,CVH
t-nagarajan,T. Nagarajan,director,1,BJCH
t-prabhakar,T. Prabhakar,director,10,"AIEH, AISA, AJII, APLW, APTE"
t-prakash-rao,T. Prakash Rao,director,1,CLVO
t-prashanth,T. Prashanth,director,1,BEEU
t-rajendar,T. Rajendar,director,9,"BJYW, BDEM, BJQH, BGKJ, BERV"
t-ravi-babu,T. Ravi Babu,director,12,"BGCS, BGOR, AUDU, AUQY, AUXG"
t-santhosh,T. Santhosh,director,1,CWRG
t-sriram-aditya,T. Sriram Aditya,director,1,BHTC
t-venkatesh,T. Venkatesh,director,1,BEVU
t-venugopal,T. Venugopal,director,1,BEWC
t-a-raman,T.A. Raman,director,1,BRI
t-c-s-reddy,T.C.S. Reddy,director,1,BDXZ
t-k-mohan,T.K. Mohan,director,1,BDEV
t-k-rajeev-kumar,T.K. Rajeev Kumar,director,3,"BKFI, BIAX, BFBH"
t-k-rajendran,T.K. Rajendran,director,1,BFEU
t-l-v-prasad,T.L.V. Prasad,director,24,"TYD, UPK, WBA, BEXM, XDM"
t-m-jayamurugan,T.M. Jayamurugan,director,1,BENA
t-n-balu,T.N. Balu,director,3,"OXR, BCEZ, BJQZ"
t-n-raju,T.N. Raju,director,2,"ATFE, BDKY"
t-p-gajendra,T.P. Gajendra,director,1,BEJD
t-p-sundaram,T.P. Sundaram,director,4,"FXU, GQU, BFEF, BJUO"
t-r-raghunath,T.R. Raghunath,director,8,"AKZL, BGDN, BFJF, BITI, BHZD"
t-r-ramanna,T.R. Ramanna,director,17,"ISS, BJCJ, BINX, KUE, BISM"
t-r-sundaram,T.R. Sundaram,director,2,"GIL, BDOT"
t-s-dorai-rajan,T.S. Dorai Rajan,director,1,BFBS
t-s-johar,T.S. Johar,director,1,BFFW
t-s-kamal,T.S. Kamal,director,1,BGAB
t-s-krishna-kumar,T.S. Krishna Kumar,director,1,BIJO
t-s-mani,T.S. Mani,director,1,CWF
t-s-muralidharan,T.S. Muralidharan,director,1,BJHH
t-s-nagabharana,T.S. Nagabharana,director,6,"BITR, BIUT, BKAI, BKBB, BEKK"
t-s-sivaji,T.S. Sivaji,director,4,"BGAH, BJTC, BJSF, BJTN"
t-s-suresh-babu,T.S. Suresh Babu,director,1,BIVS
t-v-sabu,T.V. Sabu,director,1,BDDY
t-v-singh-takur,T.V. Singh Takur,director,1,BJEX
t-v-sundaram,T.V. Sundaram,director,1,BHBZ
takao-okawara,Takao Okawara,director,3,"BJII, BJDG, BHKT"
tamilvannan,Tamilvannan,director,1,BJFH
tapi-chanakya,Tapi Chanakya,director,18,"HBQ, HSP, IMG, IRK, IZY"
tara,Tara,director,1,BOHP
tarun-bhaskar,Tarun Bhaskar,director,1,BIVB
tarun-gopi,Tarun Gopi,director,1,BEER
tarun-sharma,Tarun Sharma,director,2,"CDLL, CGAM"
tatineni-prakash-rao,Tatineni Prakash Rao,director,21,"GPC, GYL, HHG, HHQ, BELC"
tatineni-rama-rao,Tatineni Rama Rao,director,30,"MCX, MVL, MVO, NAQ, NHC"
tatineni-satya,Tatineni Satya,director,4,"BFEW, CSYN, BGLL, CCXR"
teja,Teja,director,16,"BDPQ, ARPP, ARUK, ASDV, ASVO"
tejas-dhanraj,Tejas Dhanraj,director,1,BFFY
tekula-kripakar-reddy,Tekula Kripakar Reddy,director,1,CSZL
tekula-krupakar-reddy,Tekula Krupakar Reddy,director,1,AXRD
tesi-venkatesh,Tesi Venkatesh,director,1,BJZQ
thalladi-sai-krishna,Thalladi Sai Krishna,director,1,CELN
thambi-kannan,Thambi Kannan,director,3,"BEJZ, BISJ, BGRO"
thammareddy-bharathwaja,Thammareddy Bharathwaja,director,20,"ACXI, AEMU, AFAZ, AEVS, AOHW"
thammareddy-lenin-babu,Thammareddy Lenin Babu,director,6,"OYI, POR, QEI, QQR, TDE"
thanachat-bunlah,Thanachat Bunlah,director,1,BGET
thangirala-hanumantha-rao,Thangirala Hanumantha Rao,director,1,FBL
thanikella-bharani,Thanikella Bharani,director,1,BIRF
thanneeru-chiranjeevi,Thanneeru Chiranjeevi,director,1,BHHA
tharani,Tharani,director,4,"ANVC, AETH, AGDB, AIVW"
tharun-bhascker-dhaassyam,Tharun Bhascker Dhaassyam,director,2,"BXQE, CEKE"
thathineni-satya-prakash,Thathineni Satya Prakash,director,1,BKNR
theerta,Theerta,director,1,BDSE
thejas-perumanna,Thejas Perumanna,director,1,CZBZ
thesingu-rajendar,Thesingu Rajendar,director,1,CKPB
thiru,Thiru,director,4,"BFWJ, BIQW, BFLJ, BGVJ"
thirumala-kishore,Thirumala Kishore,director,2,"CCZI, CXHE"
thirumalai,Thirumalai,director,1,XHE
thiruvedi-gopal-krishna,Thiruvedi Gopal Krishna,director,1,CNFF
thiruveedi-gopalakrishna,Thiruveedi Gopalakrishna,director,1,BGMP
thiyagaraja,Thiyagaraja,director,1,CLWV
thoram-subbarayudu,Thoram Subbarayudu,director,1,BIQO
thota-krishna,Thota Krishna,director,11,"AQXY, BHFX, BEEM, BIJH, BJDU"
thota-veera-venkata-sai-kumar,Thota Veera Venkata Sai Kumar,director,1,CXZG
thriller-manju,Thriller Manju,director,11,"BDVW, BDMH, BIAO, BGVO, BEGO"
thulasidas,Thulasidas,director,1,BKAH
thumma-kiran,Thumma Kiran,director,1,BEFR
thyagarajan-actor,Thyagarajan (Actor),director,2,"YIG, BHPG"
tibor-takas,Tibor Takas,director,1,BHIG
timur-bekmambetov,Timur Bekmambetov,director,1,BHTZ
tinnu-verma,Tinnu Verma,director,1,BOEA
tinu-varma,Tinu Varma,director,1,BJLA
tirthankar-das,Tirthankar Das,director,2,"BROS, BFXE"
tirumalasetty-kiran,Tirumalasetty Kiran,director,1,BELZ
tobe-hooper,Tobe Hooper,director,1,BGAP
tony-ching,Tony Ching,director,1,BFAH
tony-ja,Tony Ja,director,1,BJOI
tony-maa,Tony Maa,director,1,BDQG
toshiya-gavara,Toshiya Gavara,director,1,BDBV
transgressive-north,Transgressive North,director,1,BPKE
trikaran,Trikaran,director,1,BSUT
trikaran-reddy,Trikaran Reddy,director,1,BGBI
trikoti,Trikoti,director,3,"BHCT, BQXW, BLAG"
trinadha-rao-nakkina,Trinadha Rao Nakkina,director,5,"BPHB, BSVK, BKPX, CDQC, CEUN"
trinath-kosuru,Trinath Kosuru,director,1,BHGW
trinath-rao-nakkina,Trinath Rao Nakkina,director,4,"BHEE, BEGU, BHLX, BICJ"
trinath-rao-palavelli,Trinath Rao Palavelli,director,2,"BIOC, ADWQ"
trinetra,Trinetra,director,1,BIXN
tripuraneni-gopichand,Tripuraneni Gopichand,director,3,"FXF, GHH, GPV"
tripuraneni-maharadhi,Tripuraneni Maharadhi,director,1,SKG
tripuraneni-sriprasad,Tripuraneni Sriprasad,director,1,AIYI
tripuraneni-varaprasad,Tripuraneni Varaprasad,director,3,"ZDJ, BEXV, AGEQ"
trivikram-srinivas,Trivikram Srinivas,director,11,"ASIA, ATRN, AVUU, AXQS, BABX"
tulasi-ramesh,Tulasi Ramesh,director,1,BFCJ
tulasiram-osho,Tulasiram Osho,director,2,"AVGI, BHGG"
u-sivaji,U. Sivaji,director,1,BGIP
u-venkannababu,U. Venkannababu,director,1,ACHP
u-visweswara-rao,U. Visweswara Rao,director,5,"QOM, SJS, UWV, BERB, XRJ"
u-s-v-pani,U.S.V. Pani,director,1,SHT
u-v-babu,U.V. Babu,director,4,"BFWQ, BECY, BJKJ, AFGT"
uday-nandanavanam,Uday Nandanavanam,director,1,BJBC
uday-raj,Uday Raj,director,1,BDNR
uday-shankar,Uday Shankar,director,8,"BIGP, BHYF, AREV, ARVG, BDUY"
udaya-bhaskar,Udaya Bhaskar,director,2,"AGVR, CHSV"
udaya-sankar,Udaya Sankar,director,1,BPPB
udayan,Udayan,director,1,BFEB
udaybhanu-maheswaran,Udaybhanu Maheswaran,director,1,BFIT
udaykumar,Udaykumar,director,1,YGB
udya-chandu,Udya Chandu,director,1,BIMX
ugandhar-muni,Ugandhar Muni,director,1,BZXP
ujwal-chaterji,Ujwal Chaterji,director,1,BECI
uma-kanth,Uma Kanth,director,1,BJZU
uma-maheshwara-rao,Uma Maheshwara Rao,director,1,ADPT
umakanth-tumrugoti,Umakanth Tumrugoti,director,1,BFFO
umesh-jadhav,Umesh Jadhav,director,1,BSMD
umesh-mehra,Umesh Mehra,director,1,BHWT
umesh-nagappagari,Umesh Nagappagari,director,1,BLAZ
unni-krishnan,Unni Krishnan,director,1,BDZZ
upendra,Upendra,director,6,"BKAR, BISU, BDKL, BJCY, BDQE"
upendra-madhav,Upendra Madhav,director,1,CFQQ
upendra-varma,Upendra Varma,director,1,CDQH
uppalapati-narayana-rao,Uppalapati Narayana Rao,director,9,"AFVC, AIDX, AIKE, AJCJ, AJXZ"
utthejh-gade,Utthejh Gade,director,1,CHGI
uwe-boll,Uwe Boll,director,1,BHIH
v-alagappan,V. Alagappan,director,6,"BDZK, BHOL, BJBU, BJWV, BDDB"
v-ashok-kumar,V. Ashok Kumar,director,1,BJPP
v-balakrishna,V. Balakrishna,director,1,BITF
v-bose,V. Bose,director,1,BFKY
v-dada-mirasi,V. Dada Mirasi,director,6,"LHL, BIWB, BHJC, MOY, MQJ"
v-damle,V. Damle,director,1,BGEO
v-deepak-kumar,V. Deepak Kumar,director,1,BHVH
v-dorai-raj,V. Dorai Raj,director,1,AUVK
v-eshwar-reddy,V. Eshwar Reddy,director,3,"AVGP, AWTM, BENT"
v-hanuman-prasad,V. Hanuman Prasad,director,4,"RLG, TCL, TRX, TWY"
v-jagadish,V. Jagadish,director,1,BFLH
v-jagannatha-rao,V. Jagannatha Rao,director,2,"BKBL, BFAW"
v-jyothi-kumar,V. Jyothi Kumar,director,1,ARFO
v-krishna-teja,V. Krishna Teja,director,1,BIJN
v-madhusudhana-rao,V. Madhusudhana Rao,director,65,"JHE, JJO, KDE, KEU, KET"
v-manoj-kumar,V. Manoj Kumar,director,1,AVDG
v-menon,V. Menon,director,1,BJUH
v-prabhakar,V. Prabhakar,director,2,"WHI, BEZU"
v-rajagopal,V. Rajagopal,director,1,BHKA
v-rajan,V. Rajan,director,1,YKC
v-rajgopal,V. Rajgopal,director,1,CRQF
v-ramachandra-rao,V. Ramachandra Rao,director,17,"MNQ, MUG, NAY, NGB, NFR"
v-ravichandran,V. Ravichandran,director,4,"BJYT, BFXK, BHHD, BGGK"
v-ravikanth,V. Ravikanth,director,1,BPGX
v-sagar,V. Sagar,director,1,CGGA
v-sai-prasad,V. Sai Prasad,director,1,BEJR
v-samudra,V. Samudra,director,14,"BFGG, ARWV, ASKW, ATAE, ATNW"
v-sasi-bhushan,V. Sasi Bhushan,director,1,BKRB
v-sasi-varma,V. Sasi Varma,director,1,BDRZ
v-satish-kumar,V. Satish Kumar,director,1,BIZI
v-shantaram,V. Shantaram,director,1,FIU
v-sharma,V. Sharma,director,1,BIAA
v-sobhanadri-rao,V. Sobhanadri Rao,director,1,NOG
v-somanathan,V. Somanathan,director,1,BHGX
v-somasekhar,V. Somasekhar,director,5,"BFGA, ACAD, BDCR, BIJF, BDYW"
v-sri-jyothi-kumar,V. Sri Jyothi Kumar,director,1,BFZB
v-srinivasan,V. Srinivasan,director,12,"BFAO, BDCN, BFIG, BJRX, BGHS"
v-srivatsav,V. Srivatsav,director,1,BDBZ
v-thyagarajan,V. Thyagarajan,director,1,AJOM
v-umakanth,V. Umakanth,director,1,BIRG
v-velu-raja,V. Velu Raja,director,1,BHMD
v-vicky-varma,V. Vicky Varma,director,1,BHMQ
v-vijayendra-prasad,V. Vijayendra Prasad,director,2,"AUTY, AZDP"
v-b-rajendraprasad,V.B. Rajendraprasad,director,12,"OIS, OWN, QBW, QJG, RBV"
v-b-l-v-prasad,V.B.L.V. Prasad,director,6,"AFLB, AFNX, AGOW, AGRY, AIEO"
v-c-bhaskar-raj,V.C. Bhaskar Raj,director,1,BJKU
v-c-guhanathan,V.C. Guhanathan,director,7,"SQX, UUW, BHOQ, BIRC, AOMG"
v-c-ramani,V.C. Ramani,director,1,BIRQ
v-d-amin,V.D. Amin,director,1,CFP
v-d-r-kumar,V.D.R. Kumar,director,1,BHHI
v-g-samant,V.G. Samant,director,1,BFAM
v-g-thampi,V.G. Thampi,director,1,BHVB
v-i-anand,V.I. Anand,director,2,"BEXQ, BKOO"
v-j-reddy,V.J. Reddy,director,1,CGBC
v-k-vijaykumar-reddy,V.K. Vijaykumar Reddy,director,1,BDLP
v-m-c-hanifa,V.M.C. Hanifa,director,1,BHIP
v-n-aditya,V.N. Aditya,director,9,"ARSW, ASLI, ATKK, BFXZ, AUIS"
v-n-reddy,V.N. Reddy,director,4,"IRN, BGZA, JXD, BINB"
v-p-mohammad,V.P. Mohammad,director,2,"BFIH, BHCM"
v-p-sarathi,V.P. Sarathi,director,1,BEEQ
v-p-t-sadasiva-brahmam,V.P.T. Sadasiva Brahmam,director,1,EVT
v-r-dorai-raju,V.R. Dorai Raju,director,1,BEMS
v-r-rishiraj,V.R. Rishiraj,director,1,BEUV
v-s-bose,V.S. Bose,director,1,QAT
v-s-raghavan,V.S. Raghavan,director,1,INJ
v-s-reddy,V.S. Reddy,director,1,APBW
v-s-vasu,V.S. Vasu,director,1,BEVI
v-s-r-swamy,V.S.R. Swamy,director,1,BFQG
v-v-narayana,V.V. Narayana,director,1,BGTH
v-v-raju,V.V. Raju,director,1,ASSW
v-v-raman,V.V. Raman,director,1,BHNH
v-v-ramana,V.V. Ramana,director,1,AWNQ
v-v-sagar,V.V. Sagar,director,1,BDYG
v-v-sundaram,V.V. Sundaram,director,1,BGUU
v-v-vinayak,V.V. Vinayak,director,12,"ARYV, ASAT, ASQD, ASZU, ATMJ"
v-v-v-satyanarayana,V.V.V. Satyanarayana,director,2,"BHVN, BFDO"
v-z-durai,V.Z. Durai,director,1,BHCE
vachaspati-jonnalagadda,Vachaspati Jonnalagadda,director,1,BJJR
vaddepalli-krishna,Vaddepalli Krishna,director,2,"BFSS, CAXQ"
vadivudayan,Vadivudayan,director,1,BGRN
vaikunta-lavya,Vaikunta Lavya,director,1,BGVH
vakkantham-vamsi,Vakkantham Vamsi,director,1,BLBS
vallabaneni-janardhan,Vallabaneni Janardhan,director,8,"XGS, YEZ, ZES, BIUX, AADL"
vallamreddy-prasad,Vallamreddy Prasad,director,1,ABRR
valmiki,Valmiki,director,1,AIIQ
vamshi,Vamshi,director,1,CACY
vamshi-krishna-nelapati,Vamshi Krishna Nelapati,director,1,BTUI
vamshi-muniganti,Vamshi Muniganti,director,1,CBPH
vamshi-paidipally,Vamshi Paidipally,director,1,CZCM
vamsi,Vamsi,director,1,AAZT
vamsi-dir,Vamsi (Dir),director,24,"WTK, ZEY, ZLT, AAFU, ANKB"
vamsi-krishna,Vamsi Krishna,director,2,"BGZP, CAVN"
vamsi-krishna-muddu,Vamsi Krishna Muddu,director,2,"CDHU, CGTJ"
vamsi-paidipalli,Vamsi Paidipalli,director,4,"AVHG, AXHT, BBDO, BFPY"
vamsi-varma-gadiraju,Vamsi Varma Gadiraju,director,1,CANP
vandemataram-srinivas,Vandemataram Srinivas,director,2,"CTLL, BGAE"
vani-kosaraju,Vani Kosaraju,director,1,BFXJ
vankineni-ratna-pratap,Vankineni Ratna Pratap,director,5,"ARHH, BESF, ARUI, BJPC, AVTH"
vara-mullapudi,Vara Mullapudi,director,3,"AUAJ, AWFT, BGQY"
vara-prasad,Vara Prasad,director,1,BDXU
varanasi,Varanasi,director,1,BGRX
varma,Varma,director,1,BEKJ
varun-arla,Varun Arla,director,1,CCJY
vasant,Vasant,director,4,"BGXD, BDLJ, BHAB, BEVZ"
vasant-kumar-jurru,Vasant Kumar Jurru,director,2,"CTKU, CTQM"
vasanth,Vasanth,director,1,BETI
vasanth-k-karanam,Vasanth K. Karanam,director,1,CZRG
vasanth-sena,Vasanth Sena,director,1,VKR
vasantha-kumar-reddy,Vasantha Kumar Reddy,director,1,MDC
vasantkumar-reddy,Vasantkumar Reddy,director,1,JBA
vasireddy,Vasireddy,director,1,AFQK
vasireddy-vidyasagar,Vasireddy Vidyasagar,director,1,AZZZ
vastav,Vastav,director,1,DAUM
vasthav,Vasthav,director,1,BIDP
vasu,Vasu,director,1,BUEX
vasu-manthena,Vasu Manthena,director,1,BGCM
vasu-varma,Vasu Varma,director,1,BWYS
vayalar-madhavan,Vayalar Madhavan,director,1,AUFB
vayunanda-rao,Vayunanda Rao,director,1,TVH
ved-aitharaju,Ved Aitharaju,director,1,CWSJ
vedantam-raghavaiah,Vedantam Raghavaiah,director,22,"AKUV, GQW, GUB, HBO, HLH"
veera-devulapalli,Veera Devulapalli,director,1,BPVR
veera-prasad-neelam,Veera Prasad Neelam,director,3,"AWHD, BGIM, BJNF"
veera-shankar-bairisetty,Veera Shankar Bairisetty,director,5,"BJFV, ARHV, BEZD, ATFZ, BEZL"
veerabadram-chowdary,Veerabadram Chowdary,director,4,"AYHV, BAKR, BAWK, BESO"
veerendra-gobidesi,Veerendra Gobidesi,director,1,DBUB
veeru-dwait,Veeru Dwait,director,1,AWYS
veeru-potla,Veeru Potla,director,4,"AXGY, AXZB, BFYH, BKNC"
veeru-k,Veeru. K.,director,1,BTWJ
veeturi,Veeturi,director,1,QSU
vejalla-satyanarayana,Vejalla Satyanarayana,director,15,"WMP, AMWD, XFU, XLQ, XLR"
vejjalla,Vejjalla,director,1,AOGT
vekky,Vekky,director,1,BSZP
veligonda-srinivas,Veligonda Srinivas,director,1,BZEX
vellanki-durga-prasad-chowdary,Vellanki Durga Prasad Chowdary,director,2,"BITX, AWDF"
velu-prabhakar,Velu Prabhakar,director,5,"BGZV, AJIC, BIGN, BIQC, BJTX"
vemareddy,Vemareddy,director,1,BIPG
vemu,Vemu,director,3,"AQZT, BHLH, BGJG"
vemuganti,Vemuganti,director,2,"BEYW, BDPR"
vemuri-jyothi-kumar,Vemuri Jyothi Kumar,director,1,ARLZ
vengal-bobby-rao-kanaparthi,Vengal 'Bobby' Rao Kanaparthi,director,1,BAMK
venkannababu-epuganti,Venkannababu Epuganti,director,1,BABD
venkat-kalyan,Venkat Kalyan,director,1,DAYL
venkat-m,Venkat M,director,1,CZUN
venkat-maguluri,Venkat Maguluri,director,1,BRDU
venkat-pampana,Venkat Pampana,director,1,BIHJ
venkat-prabhu,Venkat Prabhu,director,7,"BDMQ, AWCM, BGII, BHJG, BJBQ"
venkat-pradeep-allu,Venkat Pradeep Allu,director,1,CWMU
venkat-raghavan,Venkat Raghavan,director,2,"BQLS, BVZC"
venkat-ramji,Venkat Ramji,director,1,CXTV
venkat-reddy,Venkat Reddy,director,1,BNII
venkat-reddy-nandi,Venkat Reddy Nandi,director,2,"BFVA, BEPC"
venkat-sai-santosh,Venkat Sai Santosh,director,1,BYSC
venkat-siddareddy,Venkat Siddareddy,director,1,BAWT
venkata-ganesh,Venkata Ganesh,director,1,ATLD
venkata-narayana,Venkata Narayana,director,1,BDRS
venkata-pati,Venkata Pati,director,1,BJDN
venkata-reddy-usirika,Venkata Reddy Usirika,director,1,BZRC
venkata-suresh-gunnam,Venkata Suresh Gunnam,director,1,BJDK
venkatamadhushankar,VenkataMadhuShankar,director,3,"CXHY, CXHZ, CXIA"
venkatram-palla,Venkatram Palla,director,1,CDZE
venky,Venky,director,4,"ASSV, BFIJ, ATZV, AVXL"
venky-atluri,Venky Atluri,director,2,"BKZY, CZLX"
venky-kudumula,Venky Kudumula,director,1,BKZT
vennela-kishore,Vennela Kishore,director,4,"BJAH, CVAN, CVAO, BJGP"
venu,Venu,director,2,"BIGJ, BHHJ"
venu-b-nayar,Venu B. Nayar,director,1,BDWN
venu-dawat,Venu Dawat,director,1,BNGC
venu-nagavalli,Venu Nagavalli,director,1,BFSQ
venu-nakshathram,Venu Nakshathram,director,1,BUGM
venu-sriram,Venu Sriram,director,2,"AZAY, CBAR"
venu-udugula,Venu Udugula,director,1,BLAZ
venupal,Venupal,director,1,CGNZ
verma-vivek,Verma Vivek,director,1,DAXC
vetrimaaran,Vetrimaaran,director,1,BVDO
vi-anand,Vi Anand,director,1,BKYW
vibha-bakshi,Vibha Bakshi,director,1,AZIL
vibhuti-das,Vibhuti Das,director,1,CKW
vicky,Vicky,director,1,ASIU
vicky-ranawat,Vicky Ranawat,director,1,BHZN
victory-vasu,Victory Vasu,director,2,"BDZS, BEEB"
vidwan-prasad,Vidwan Prasad,director,1,BIAK
vidya,Vidya,director,1,BDJG
vidya-sagar-raju,Vidya Sagar Raju,director,1,BLAC
vidyadhar-kagita,Vidyadhar Kagita,director,2,"BVCM, CCXK"
vietnamveedu-sundaram,Vietnamveedu Sundaram,director,1,PPU
vighnesh-karumanchi,Vighnesh Karumanchi,director,2,"BRAX, BXTU"
vigna-vinayaka,Vigna Vinayaka,director,1,BHQY
vignan-kaushik,Vignan Kaushik,director,1,CFLG
vignesh,Vignesh,director,1,BFVL
vignesh-shivan,Vignesh Shivan,director,1,CHFF
vijay,Vijay,director,18,"BJOB, OIC, BEQK, PCW, PCT"
vijay-balaji,Vijay Balaji,director,1,BILC
vijay-bhaskar,Vijay Bhaskar,director,1,WOT
vijay-chandar,Vijay Chandar,director,1,CGZB
vijay-chowdary-thripuraneni,Vijay Chowdary Thripuraneni,director,1,BTPU
vijay-chowdary-tripuraneni,Vijay Chowdary Tripuraneni,director,1,BFME
vijay-edara,Vijay Edara,director,1,BUOE
vijay-gowtham-raju,Vijay Gowtham Raju,director,1,BSQT
vijay-krishna-acharya,Vijay Krishna Acharya,director,1,BGPE
vijay-kumar-konda,Vijay Kumar Konda,director,1,BNOC
vijay-maddhala,Vijay Maddhala,director,1,BHYP
vijay-peddakotla,Vijay Peddakotla,director,1,CHIK
vijay-prakash,Vijay Prakash,director,1,BGYL
vijay-r-anand,Vijay R. Anand,director,1,BEYG
vijay-reddy,Vijay Reddy,director,5,"WMV, BIIO, ZSA, BJXB, BGRG"
vijay-sekhar-sankranthi,Vijay Sekhar Sankranthi,director,1,BEHN
vijay-sharma,Vijay Sharma,director,1,BEHW
vijay-srinivas,Vijay Srinivas,director,1,BIQL
vijay-surya,Vijay Surya,director,1,BGGI
vijay-vemuri,Vijay Vemuri,director,1,AZOW
vijay-yelakanti,Vijay Yelakanti,director,1,CHTW
vijaya-narayanan,Vijaya Narayanan,director,1,BHUW
vijaya-ratnam-gona,Vijaya Ratnam Gona,director,2,"VHJ, BDIM"
vijayabapineedu,Vijayabapineedu,director,25,"XSW, YKS, YOT, YUG, ZQJ"
vijayachandar,Vijayachandar,director,2,"XHE, ABRK"
vijayan,Vijayan,director,1,AFYL
vijayan-fight-master,Vijayan (Fight Master),director,2,"AVLO, BFZQ"
vijayanand,Vijayanand,director,1,BJGB
vijayanirmala,Vijayanirmala,director,40,"PUB, QEW, RLF, QXU, SMU"
vijayaprakash,Vijayaprakash,director,1,BDCM
vijayaraja,Vijayaraja,director,1,BHIB
vijayendra-prasad,Vijayendra Prasad,director,2,"BEYL, BKVW"
vijaykanth,Vijaykanth,director,1,BIOL
vijaykumar-konda,Vijaykumar Konda,director,3,"BELO, BINK, BIXR"
viji-thampi,Viji Thampi,director,4,"BFPB, BGFK, BJYD, BJAK"
vikas-thippani,Vikas Thippani,director,9,"CDXC, CDXV, CHGO, CEJB, CEQP"
vikas-vadhiraj,Vikas Vadhiraj,director,1,BGDV
vikram-bhatt,Vikram Bhatt,director,3,"BJZL, BEOZ, BDVT"
vikram-k-kumar,Vikram K. Kumar,director,8,"ARQR, BJJO, BDYB, BAAU, BHFB"
