person_id,person_name,role,film_count,known_for
murari,Murari,director,1,BFQJ
murari-atmakur,Murari Atmakur,director,1,BRDU
murasoli-maran,Murasoli Maran,director,1,BEVE
murthy-krishna,Murthy Krishna,director,1,BGHM
murthy-sriram,Murthy Sriram,director,1,ARYE
murugan-kumaran,Murugan Kumaran,director,1,RCC
murugas,Murugas,director,1,BEHC
muthumani,Muthumani,director,1,BENR
muthupandi,Muthupandi,director,1,BIKB
muthyala-ramdas,Muthyala Ramdas,director,1,ARGJ
muthyala-subbaiah,Muthyala Subbaiah,director,54,"UYY, BDOE, BHYV, ABTT, ACSU"
myshkin,Myshkin,director,3,"BFCX, BEQC, BGXH"
n-azhagam-perumal,N. Azhagam Perumal,director,1,ARPB
n-chandrasekhar,N. Chandrasekhar,director,1,BIOF
n-damodaram,N. Damodaram,director,1,ZCW
n-gopalakrishna,N. Gopalakrishna,director,5,"QYG, SRB, UAP, VNV, WJT"
n-haribabu,N. Haribabu,director,2,"AHJT, AIFV"
n-jagannatha-swamy,N. Jagannatha Swamy,director,1,BZI
n-kondal-rao,N. Kondal Rao,director,2,"BDSA, BJXN"
n-linguswamy,N. Linguswamy,director,7,"BKAA, BFFT, BEYC, BFDN, BHZH"
n-lokanath,N. Lokanath,director,1,BDTJ
n-maharajan,N. Maharajan,director,3,"BIKN, BJGG, BDNP"
n-naga-srinivas,N. Naga Srinivas,director,1,BHVL
n-narasimharao,N. Narasimharao,director,1,CGTZ
n-naresh,N. Naresh,director,1,BJVC
n-nityaraj,N. Nityaraj,director,1,BHPT
n-om-prakash-rao,N. Om Prakash Rao,director,4,"BFNB, BJED, BENL, BGCJ"
n-pandian,N. Pandian,director,1,BFOU
n-ramesh,N. Ramesh,director,1,CZTW
n-ravindra-reddy,N. Ravindra Reddy,director,4,"XDY, YUT, ABRL, BJGS"
n-satya,N. Satya,director,1,APTR
n-seetharam,N. Seetharam,director,1,BEBF
n-shankar,N. Shankar,director,8,"BDCO, AQXS, AQZI, AREE, ARMQ"
n-shankar-dayal,N. Shankar Dayal,director,1,BIIN
n-shankar-nayar,N. Shankar Nayar,director,1,BHRU
n-sreedhar,N. Sreedhar,director,1,CGWQ
n-srinivasa-rao,N. Srinivasa Rao,director,1,BHQE
n-swaraj,N. Swaraj,director,1,BHOV
n-venkat-krishna,N. Venkat Krishna,director,1,BHHF
n-venkatesh,N. Venkatesh,director,1,BIVD
n-a-pendyala,N.A. Pendyala,director,1,XXU
n-a-subbaraman,N.A. Subbaraman,director,1,BFMO
n-a-tara-dance-master,N.A. Tara (Dance Master),director,1,BDYI
n-b-chakravarthy,N.B. Chakravarthy,director,5,"ZDC, ZVY, BGNV, ABDY, ABZU"
n-b-narayana,N.B. Narayana,director,1,CED
n-c-chakravarthy,N.C. Chakravarthy,director,2,"BJXQ, BEAQ"
n-c-rajan,N.C. Rajan,director,1,BEII
n-d-vijaya-babu,N.D. Vijaya Babu,director,1,RYB
n-h-chandra,N.H. Chandra,director,1,BGPK
n-h-prasad,N.H. Prasad,director,1,BIRN
n-k-sajiv-menon,N.K. Sajiv Menon,director,1,BFJL
n-k-vishwanath,N.K. Vishwanath,director,5,"BDWC, BHNK, BDMV, BDVX, BIAC"
n-l-rangaiah,N.L. Rangaiah,director,1,DGR
n-p-sridhar,N.P. Sridhar,director,1,BIMW
n-p-suresh,N.P. Suresh,director,2,"BHNC, BHTJ"
n-p-swamy,N.P. Swamy,director,1,BJUY
n-s-dhananjaya,N.S. Dhananjaya,director,1,BICN
n-s-krishnan,N.S. Krishnan,director,1,GFW
n-s-madhavan,N.S. Madhavan,director,1,BDUK
n-s-mani,N.S. Mani,director,1,WAT
n-s-maniyam,N.S. Maniyam,director,1,BFJW
n-s-murthy,N.S. Murthy,director,1,BEJV
n-s-raja,N.S. Raja,director,2,"BHVF, BDPF"
n-s-raja-reddy,N.S. Raja Reddy,director,2,"CQZD, BGDL"
n-s-rajbharath,N.S. Rajbharath,director,1,BHEM
n-s-ramadas,N.S. Ramadas,director,1,BFBU
n-s-ramesh-khanna,N.S. Ramesh Khanna,director,1,BEPD
n-s-varma,N.S. Varma,director,1,BHEU
n-s-r-prasad,N.S.R. Prasad,director,1,BITE
n-v-krishna,N.V. Krishna,director,1,BDUH
n-v-nirmal-kumar,N.V. Nirmal Kumar,director,1,CZJA
n-v-subbaraju,N.V. Subbaraju,director,1,ASFI
n-v-b-chowdary,N.V.B. Chowdary,director,1,BJGZ
naaga-prabhakkar,Naaga Prabhakkar,director,1,DASR
naani,Naani,director,1,BAMO
naani-bandreddi,Naani Bandreddi,director,1,BNZS
naani-krissh,Naani Krissh,director,1,BTKK
nachiketh-reddy,Nachiketh Reddy,director,1,DAFH
nag,Nag,director,2,"BEVA, BFOG"
nag-ashwin,Nag Ashwin,director,3,"BFTW, BVFX, CFPR"
nag-srivatsa,Nag Srivatsa,director,1,BFDD
naga-saimakam,Naga Saimakam,director,1,CWZP
nagabhusan,Nagabhusan,director,1,AUOS
naganna,Naganna,director,1,BHMJ
nagaraj,Nagaraj,director,1,BEPK
nagaraju-rachakonda,Nagaraju Rachakonda,director,1,BYCQ
nagarjuna-reddy,Nagarjuna Reddy,director,1,BUTG
nagasri-rao,Nagasri Rao,director,1,BTRA
nagendra,Nagendra,director,1,BFSJ
nagendra-kumar-vepuri,Nagendra Kumar Vepuri,director,2,"BJNR, BIMQ"
nagendra-prasad,Nagendra Prasad,director,2,"BDCT, BKVF"
nagesh,Nagesh,director,2,"BJUG, DALZ"
nagesh-babu,Nagesh Babu,director,2,"SKX, BGLZ"
nagesh-kukunoor,Nagesh Kukunoor,director,2,"APWT, ATGJ"
nagesh-nara-dasi,Nagesh Nara Dasi,director,1,CEFV
nagesh-naradasi,Nagesh Naradasi,director,3,"BJGX, AXVZ, BFBX"
nageswara-rao-mogili,Nageswara Rao Mogili,director,1,BFMQ
nagu-gavara,Nagu Gavara,director,2,"BGLV, CFGK"
nagul,Nagul,director,1,BIDS
nallamethu-srinivasa-rao,Nallamethu Srinivasa Rao,director,1,ASPY
nallibilli-venkatesh,Nallibilli Venkatesh,director,1,BXKE
namala-ravindra-soori,Namala Ravindra Soori,director,1,BILN
nambi,Nambi,director,1,BIWQ
nanabhai-bhatt,Nanabhai Bhatt,director,1,BDHZ
nanda,Nanda,director,1,BJOU
nanda-kishore-emani,Nanda Kishore Emani,director,1,CEBC
nandakumar,Nandakumar,director,2,"BDGE, BDGH"
nandakumar-kavil,Nandakumar Kavil,director,1,BDFI
nandam-harishchandra-rao,Nandam Harishchandra Rao,director,5,"XLN, XPV, ZDL, AHRL, BJAN"
nandamuri-prasad,Nandamuri Prasad,director,1,PHY
nandamuri-ramesh,Nandamuri Ramesh,director,4,"PBZ, SJR, UJI, ABNF"
nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,16,"KCH, KHQ, MFG, NEH, ODP"
nandi-venkata-reddy,Nandi Venkata Reddy,director,2,"BSEU, BYSO"
nandini-reddy,Nandini Reddy,director,2,"BWUT, CBCG"
nandu,Nandu,director,1,BJLW
nandu-mallela,Nandu Mallela,director,1,YHW
nanduri-gopal,Nanduri Gopal,director,1,ZRW
nanduri-nammalvar,Nanduri Nammalvar,director,2,"KXL, KYU"
nanduri-veeresh,Nanduri Veeresh,director,2,"BHMV, BGAQ"
nandyala-ravi,Nandyala Ravi,director,1,BHFK
nani-krishna,Nani Krishna,director,2,"CSRK, AZUO"
nani-pramod,Nani Pramod,director,3,"BUGR, BVPQ, CCEB"
nara-bindu-pavan-kumar,Nara Bindu Pavan Kumar,director,1,BDNU
narasimha-nandi,Narasimha Nandi,director,4,"BDDM, BEWH, BDUN, BDOH"
narayana-rao-dasari,Narayana Rao Dasari,director,3,"CKJD, ASJQ, BREM"
narayana-rao-uppalapati,Narayana Rao Uppalapati,director,2,"CMVV, CPST"
naren-kondepati,Naren Kondepati,director,1,AWPP
narendra-bedi,Narendra Bedi,director,2,"BEYJ, BJRF"
narendra-naidu,Narendra Naidu,director,1,AWVM
naresh-chilumula,Naresh Chilumula,director,2,"CXDQ, DAMN"
naresh-kumar,Naresh Kumar,director,1,CWGB
narsimha-rao,Narsimha Rao,director,1,CGTZ
nath-narendra,Nath Narendra,director,2,"BSQE, BTJZ"
natraaj-apos-maha-apos-maharshi,Natraaj &apos;Maha&apos; Maharshi,director,1,BVHL
natti-kumar,Natti Kumar,director,4,"BDGQ, BGPS, CQEO, BEBK"
navatharam-unit,Navatharam Unit,director,2,"XYL, YDY"
naveen-aadepu,Naveen Aadepu,director,1,BJEP
naveen-gandhi,Naveen Gandhi,director,2,"BFGY, BQMW"
naveen-kumar,Naveen Kumar,director,1,BAMK
naveen-medaram,Naveen Medaram,director,1,BKSO
naveen-nayani,Naveen Nayani,director,1,DBMI
nazar,Nazar,director,1,BJWK
nazeer-sk,Nazeer Sk,director,1,CXHW
neelakanta,Neelakanta,director,1,CMPT
neelambar,Neelambar,director,1,BDWE
neelan-k-sekhar,Neelan K. Sekhar,director,1,BDVZ
neeleesh-peyyeti,Neeleesh Peyyeti,director,1,BRMG
neil-marshal,Neil Marshal,director,1,BFCF
nellutla-praveen-chandar,Nellutla Praveen Chandar,director,1,BFSD
nellutla-praveen-chander,Nellutla Praveen Chander,director,2,"BUUQ, BVRR"
netaji,Netaji,director,3,"BJDC, BEJI, BFGV"
neveldine-taylor,Neveldine Taylor,director,1,BITQ
nidhi-prasad,Nidhi Prasad,director,1,CGEB
nidhi-prasad-s-v-n-vara-prasad,Nidhi Prasad (S.V.N. Vara Prasad),director,5,"APZT, ASDF, ATCQ, AUII, AVXZ"
nik-mastandriya,Nik Mastandriya,director,1,BDMB
nikhil-advani,Nikhil Advani,director,1,BDKH
nikhil-jogi,Nikhil Jogi,director,6,"CECL, CFNC, CGFA, CYYH, CYYI"
nikhil-sinha,Nikhil Sinha,director,1,BUQC
nikhilesh-thogari,Nikhilesh Thogari,director,1,DADI
nikshit,Nikshit,director,1,BIWS
nimmala-shankar,Nimmala Shankar,director,2,"CQZT, BKYY"
niranjan-pal,Niranjan Pal,director,1,CSW
nirdhesh-ners,Nirdhesh Ners,director,2,"BDQF, BHSF"
nirnai-pallati,Nirnai Pallati,director,1,BFHI
nishant-pudhari,Nishant Pudhari,director,1,BFOP
nishanth-pudhari,Nishanth Pudhari,director,1,BVUQ
nitesh-tiwari,Nitesh Tiwari,director,1,BWAW
nitin-g,Nitin G.,director,1,CWJQ
nizar-shafi,Nizar Shafi,director,1,DAPM
noam-murro,Noam Murro,director,1,BDMG
nowpada-charan,Nowpada Charan,director,1,CXIC
o-s-avinash,O.S. Avinash,director,2,"BJPI, BIKR"
o-s-r-anjaneyulu,O.S.R. Anjaneyulu,director,2,"PSG, UXD"
obeli-n-krishna,Obeli N. Krishna,director,1,CYEE
ogish-babu-danduboyina,Ogish Babu Danduboyina,director,1,BUAR
om-prakash,Om Prakash,director,6,"BHIU, BGMT, BJPE, BIKQ, BGAC"
om-prakash-martha,Om Prakash Martha,director,1,BFDT
om-prakash-rao,Om Prakash Rao,director,1,CQBG
om-sai-prakash,Om Sai Prakash,director,1,CQWZ
om-shakthi-jagadisan,Om Shakthi Jagadisan,director,3,"BJOR, BIFG, BFBG"
omkar,Omkar,director,4,"BIEL, BFVQ, BKWI, DAGO"
omprakash-rao,Omprakash Rao,director,1,COED
orsu-vikas,Orsu Vikas,director,1,BGLB
oscar-krishna,Oscar Krishna,director,1,BGFI
p-amarnath-reddy,P. Amarnath Reddy,director,1,BGKL
p-balaji,P. Balaji,director,1,BFYX
p-bhanu-shankar,P. Bhanu Shankar,director,2,"ASQR, BHTA"
p-bhaskar,P. Bhaskar,director,1,BFPH
p-bhaskaran,P. Bhaskaran,director,2,"BFDH, BIIK"
p-chandra-kumar,P. Chandra Kumar,director,8,"ACYJ, BGKE, BHSI, BGZW, BHTL"
p-chandrasekhara-reddy,P. Chandrasekhara Reddy,director,71,"OGG, OGN, OTZ, OWF, PAJ"
p-chengaiah,P. Chengaiah,director,2,"IHM, JHQ"
p-chinnappa-reddy,P. Chinnappa Reddy,director,2,"PTN, PVP"
p-devaraj,P. Devaraj,director,1,ADFQ
p-doondi,P. Doondi,director,1,QQJ
p-durga-prasad,P. Durga Prasad,director,3,"BECH, BIPH, BJBP"
p-jaya,P. Jaya,director,1,AADT
p-kalaimani,P. Kalaimani,director,1,CLGK
p-kinslin,P. Kinslin,director,1,BGMX
p-kishore-kumar,P. Kishore Kumar,director,2,"BFGW, BJTK"
p-lakshmi-deepak,P. Lakshmi Deepak,director,20,"OAP, OKL, OMA, OZS, PFI"
p-lakshmi-narayana-deepti,P. Lakshmi Narayana (Deepti),director,1,AUGX
p-lakshminarayana-deepthi,P. Lakshminarayana (Deepthi),director,1,BGAG
p-madhavan,P. Madhavan,director,8,"BHAL, BEBJ, BDFT, BDHI, BDXG"
p-maheshbabu,P. Maheshbabu,director,1,BIPM
p-nanjudappa,P. Nanjudappa,director,1,BJYC
p-narasimha-reddy,P. Narasimha Reddy,director,1,BFLN
p-narayana,P. Narayana,director,1,BAIL
p-neelakantan,P. Neelakantan,director,14,"BDKK, BDMW, BDOP, BEZO, BDPO"
p-padmarajan,P. Padmarajan,director,1,BIYD
p-prabhakar,P. Prabhakar,director,2,"BKWU, CDWP"
p-pullaiah,P. Pullaiah,director,24,"CLB, CXW, DAT, DSW, EEW"
p-purushottam-rao,P. Purushottam Rao,director,1,TFU
p-ram-mohan,P. Ram Mohan,director,1,BJLI
p-ramakrishna,P. Ramakrishna,director,10,"EWB, AKVO, GTO, HCU, HXA"
p-ramesh-babul-reddy,P. Ramesh Babul Reddy,director,1,BFTK
p-s-krishna-mohan-reddy,P. S. Krishna Mohan Reddy,director,1,ABEO
p-sambasiva-rao,P. Sambasiva Rao,director,1,WMR
p-santosh,P. Santosh,director,1,BEPG
p-satya-reddy,P. Satya Reddy,director,2,"BFLU, BDXP"
p-satyanand,P. Satyanand,director,1,ACTW
p-sekhar,P. Sekhar,director,4,"RRC, BFBI, BEUZ, YRO"
p-sridhar,P. Sridhar,director,1,GGE
p-sridhar-rao,P. Sridhar Rao,director,1,BIDK
p-srinivas,P. Srinivas,director,1,OEY
p-subbarao,P. Subbarao,director,1,HWD
p-subramanyam,P. Subramanyam,director,13,"BEYV, BJUI, BHAI, BJWS, BHYC"
p-subramanyam-telugu-director,P. Subramanyam (Telugu director),director,4,"LND, OAW, SIM, BGKN"
p-sunil-kumar-reddy,P. Sunil Kumar Reddy,director,10,"BDMT, BGXV, BFKV, AXAD, BDVC"
p-surya-sekhar,P. Surya Sekhar,director,1,BFBN
p-tirupathi-swamy,P. Tirupathi Swamy,director,3,"BHRZ, ARAI, BIEP"
p-uday-bhaskar,P. Uday Bhaskar,director,4,"BEXR, BIHS, BDTV, BGQA"
p-vasant-kumar-reddy,P. Vasant Kumar Reddy,director,1,PWP
p-vasu,P. Vasu,director,21,"BFYO, BEXN, BFSE, BIBM, AGTO"
p-vijay-varma,P. Vijay Varma,director,1,BECL
p-a-arun-prasad,P.A. Arun Prasad,director,9,"AQPN, ARMY, ARVE, ATMN, ATVU"
p-a-padmanaba-rao,P.A. Padmanaba Rao,director,1,JUS
p-a-thomas,P.A. Thomas,director,1,BGWK
p-b-manjunath,P.B. Manjunath,director,2,"BTSF, BIWK"
p-c-aditya,P.C. Aditya,director,1,BHBQ
p-c-mohan,P.C. Mohan,director,1,ACHJ
p-c-satya-reddy,P.C. Satya Reddy,director,1,BECG
p-c-sekhar,P.C. Sekhar,director,1,BJNO
p-c-sriram,P.C. Sriram,director,2,"BJWJ, AJNJ"
p-d-prasad,P.D. Prasad,director,6,"OSE, PYO, QHT, RMU, RST"
p-g-mohan,P.G. Mohan,director,1,BJSN
p-g-vishwambaran,P.G. Vishwambaran,director,3,"VEZ, BDRO, BFVH"
p-h-vishwanath,P.H. Vishwanath,director,1,BGLF
p-k,P.K,director,1,DGV
p-k-s-mani-raj,P.K.S. Mani Raj,director,1,BHPU
p-l-narayana,P.L. Narayana,director,1,ADHQ
p-l-k-reddy,P.L.K. Reddy,director,1,DACN
p-m-venkateswara-rao,P.M. Venkateswara Rao,director,1,BFSH
p-n-arora,P.N. Arora,director,1,BDSS
p-n-rai,P.N. Rai,director,1,BGDB
p-n-ramachandra-rao,P.N. Ramachandra Rao,director,26,"WBU, YVX, AAMU, AANU, AASC"
p-n-reddy,P.N. Reddy,director,1,BDSP
p-n-srinivasan,P.N. Srinivasan,director,1,BFWK
p-r-devaraj,P.R. Devaraj,director,2,"BDZB, BIDV"
p-r-kaundinya,P.R. Kaundinya,director,1,BGTY
p-r-nagaraju,P.R. Nagaraju,director,1,AVQH
p-r-somasundar,P.R. Somasundar,director,5,"BGYM, BIEI, BIVJ, BFNQ, BJMQ"
p-s-balu,P.S. Balu,director,1,BJVA
p-s-kotnis,P.S. Kotnis,director,1,BGUI
p-s-krishna-mohan-reddy,P.S. Krishna Mohan Reddy,director,1,ABYD
p-s-mithran,P.S. Mithran,director,1,BLBZ
p-s-murthy,P.S. Murthy,director,1,MYA
p-s-nivas,P.S. Nivas,director,2,"BDJS, ANPY"
p-s-prakash,P.S. Prakash,director,6,"BJEL, YVC, ZOA, AAEL, ZXQ"
p-s-ramakrishna-rao,P.S. Ramakrishna Rao,director,4,"FNI, HKU, KCK, KEZ"
p-s-ramu,P.S. Ramu,director,1,BTMJ
p-s-srinivasa-rao,P.S. Srinivasa Rao,director,2,"DWD, KXV"
p-s-vasan,P.S. Vasan,director,1,BEST
p-s-vasudev,P.S. Vasudev,director,1,CFAV
p-v-dasu,P.V. Dasu,director,1,CCF
p-v-raju,P.V. Raju,director,1,VQJ
p-v-ramana,P.V. Ramana,director,1,BGBU
p-v-ramarao,P.V. Ramarao,director,2,"JUX, MRJ"
p-v-satyanarayana-rao,P.V. Satyanarayana Rao,director,2,"BCFB, VFU"
p-v-sundaram,P.V. Sundaram,director,1,BHEJ
p-v-v-somaraju,P.V.V. Somaraju,director,1,BHBB
pa-ranjith,Pa Ranjith,director,1,BERK
pa-ranjith,Pa. Ranjith,director,2,"BWTR, BLCC"
padala-siva-subramanyam,Padala Siva Subramanyam,director,1,BICK
padala-sivasubramanyam,Padala Sivasubramanyam,director,1,BSEX
padma-kumar,Padma Kumar,director,1,BDYE
paidi-ramesh,Paidi Ramesh,director,1,CGRG
palagummi-padmaraju,Palagummi Padmaraju,director,2,"JVB, NIE"
palani,Palani,director,1,BKWW
palnati-surya-pratap,Palnati Surya Pratap,director,1,BTRW
paluvayi-bhanumathi,Paluvayi Bhanumathi,director,9,"GTR, OVQ, QAR, QBR, RPO"
pamarthi-govinda-rao,Pamarthi Govinda Rao,director,1,AGKS
pamu-srinu,Pamu Srinu,director,1,BKBY
pandian-arivali,Pandian Arivali,director,1,BECK
pandiraj,Pandiraj,director,3,"BECV, BWVX, BFPF"
panna-royal,Panna Royal,director,1,BIEH
pannaroyal,PannaRoyal,director,1,BEQX
panneerselvam,Panneerselvam,director,1,BJIQ
panuganti-sasidhar,Panuganti Sasidhar,director,1,BFKX
panyam-jaychandra-mouli,Panyam Jaychandra Mouli,director,1,BDXB
pappu,Pappu,director,2,"ATKR, BGGV"
pappu-behruz,Pappu Behruz,director,1,BEXU
parakoti-balaji,Parakoti Balaji,director,2,"BHZG, BDHP"
parasuram,Parasuram,director,7,"AWHV, AZHI, BANK, BFUP, CEPY"
parasuram-bujji,Parasuram (Bujji),director,1,AWGJ
pars-mahendar,Pars Mahendar,director,1,AYAA
partha-pratim-roy,Partha Pratim Roy,director,1,DBIB
parthasarathi,Parthasarathi,director,1,ATXL
parthi-bhaskar,Parthi Bhaskar,director,1,BDHR
paruchuri-brothers,Paruchuri Brothers,director,9,"YRM, ZNU, AAJM, ADCA, ACEZ"
paruchuri-murali,Paruchuri Murali,director,6,"BIFN, BDHM, ATRB, AWXP, AZNF"
parvataneni-sambasiva-rao,Parvataneni Sambasiva Rao,director,24,"NFY, OCB, OXB, PJT, PVG"
pasupuleti-venkata-ramarao,Pasupuleti Venkata Ramarao,director,1,AYUD
patoli,Patoli,director,1,BFKQ
patricia,Patricia,director,1,BDZG
pattabhi,Pattabhi,director,1,FZV
pattabhi-r-chilukuri,Pattabhi R. Chilukuri,director,1,CARG
pattu,Pattu,director,2,"PWZ, QKO"
paul-verhoeven,Paul Verhoeven,director,1,BERX
paul-w-s-anderson,Paul W.S. Anderson,director,1,BHTO
pavan,Pavan,director,1,BGTK
pavan-kalyan,Pavan Kalyan,director,1,ASSP
pavan-krupalani,Pavan Krupalani,director,1,BDTG
pavan-kumar-gadde,Pavan Kumar Gadde,director,1,DAUU
pavan-mallela,Pavan Mallela,director,1,BKXP
pavan-rachepalli,Pavan Rachepalli,director,1,BTJO
pavan-sadineni,Pavan Sadineni,director,5,"BOTV, BJMD, BJFC, CBRY, CEKF"
pavan-wadeyar,Pavan Wadeyar,director,1,BFCT
pavani-prasad-sivalenka,Pavani Prasad Sivalenka,director,1,CBUD
pavanraj,Pavanraj,director,1,DAGR
pavans-sridhar,Pavans Sridhar,director,1,ASGB
pavithran,Pavithran,director,1,BHFE
pavitran,Pavitran,director,6,"BEQU, BJYU, BJTW, BEZC, BFZX"
pawan-kumar,Pawan Kumar,director,1,CHPO
pedakakani-b-bhaskar-raja,Pedakakani B. Bhaskar Raja,director,1,BGVY
pedhi-k-eshwar,Pedhi K. Eshwar,director,1,BDIT
peerala,Peerala,director,1,AONV
peketi-sivaram,Peketi Sivaram,director,4,"MVX, NGY, OMC, BFQB"
pendyala-naganjaneyulu,Pendyala Naganjaneyulu,director,3,"OHV, QOR, RTL"
pendyala-venkata-rama-rao,Pendyala Venkata Rama Rao,director,1,BFJH
pep-figueiredo,Pep Figueiredo,director,3,"BOSQ, BOSS, BROT"
perala-subramanyam,Perala Subramanyam,director,9,"BFPD, BGDZ, ACPQ, ADCK, AICC"
perarasu,Perarasu,director,3,"BIDR, BDXD, BEBW"
peter-berg,Peter Berg,director,2,"BILL, BDUO"
petrik-tatolus,Petrik Tatolus,director,1,BHVK
phani-prakash,Phani Prakash,director,1,BECO
phani-ramachandra,Phani Ramachandra,director,1,AGVS
phanindra-narsetti,Phanindra Narsetti,director,3,"BPPK, BVGW, CFRO"
phaniraj,Phaniraj,director,2,"BEMC, BHAS"
phanisree-paruchuri,Phanisree Paruchuri,director,1,CYZP
phanisundar,Phanisundar,director,1,AHMQ
philip-g-atwell,Philip G. Atwell,director,1,BJRD
phillip-noyce,Phillip Noyce,director,1,BGJA
pillai,Pillai,director,1,BDXM
pinjala-bhaskar-rao,Pinjala Bhaskar Rao,director,1,ADOG
pippalla-raj,Pippalla Raj,director,1,BPRF
poj-arnon,Poj Arnon,director,1,BDNZ
pokuru-sridhar,Pokuru Sridhar,director,1,CUEA
polavarapu-brahmananda-rao,Polavarapu Brahmananda Rao,director,3,"QTQ, BHRJ, BIPJ"
polavarapu-prudhvi,Polavarapu Prudhvi,director,1,CYCM
polur-ghatikachalam,Polur Ghatikachalam,director,1,CPNM
poluri-ghatikachalam,Poluri Ghatikachalam,director,2,"BIRX, ASXF"
poluri-srinivasa-reddy,Poluri Srinivasa Reddy,director,1,BDOZ
pon-kumaran,Pon Kumaran,director,1,CUGM
pon-raman,Pon Raman,director,1,BGER
ponkumaran,Ponkumaran,director,1,BGPB
poorna-adapala-chandra,Poorna Adapala (Chandra),director,1,BIHQ
poosala-radhakrishna,Poosala Radhakrishna,director,1,AUDX
posa,Posa,director,1,BGKI
posani-krishna-murali,Posani Krishna Murali,director,7,"AUDV, AVIM, BDXJ, AWTV, AWWR"
pothuneedi-krishna,Pothuneedi Krishna,director,1,AEDC
potina-srinivasa-rao,Potina Srinivasa Rao,director,1,BGM
prabhakar,Prabhakar,director,1,BHKJ
prabhakar-jaini,Prabhakar Jaini,director,3,"BFPA, BDUS, BGYE"
prabhakar-rao-annabathini,Prabhakar Rao Annabathini,director,1,BEDI
prabhakaran,Prabhakaran,director,3,"BEAW, BDDG, BDNT"
prabhath-khanna,Prabhath Khanna,director,2,"BEDO, BKAQ"
prabhu,Prabhu,director,1,BFRZ
prabhu-deva,Prabhu Deva,director,5,"AUAY, AURC, AVKU, BFMH, BEFA"
prabhu-solomon,Prabhu Solomon,director,7,"BHKK, BEKG, BBGQ, BFDZ, BEAG"
prachya-pinknew,Prachya Pinknew,director,1,BGOU
pradeep-chilukuri,Pradeep Chilukuri,director,1,BDMU
pradeep-kalipurayath,Pradeep Kalipurayath,director,1,DALT
pradeep-maddali,Pradeep Maddali,director,1,CGIG
pradeep-manchala,Pradeep Manchala,director,1,CGKV
pradeep-p-setty,Pradeep P. Setty,director,1,BJAR
pradeep-shakthi,Pradeep Shakthi,director,1,AKAX
pradeep-yakkala,Pradeep Yakkala,director,1,DBSI
prakash,Prakash,director,1,AXWL
prakash-kovelamudi,Prakash Kovelamudi,director,4,"AUIG, AZBB, BIIT, BUQD"
prakash-raj,Prakash Raj,director,2,"AZUU, BEHR"
prakash-tholeti,Prakash Tholeti,director,1,BAHK
pramod-kumar,Pramod Kumar,director,2,"BDSV, BDQM"
pramod-pappan,Pramod Pappan,director,1,BFRA
praneet,Praneet,director,1,AVJL
praneeth,Praneeth,director,1,CETG
praneeth-bramandapally,Praneeth Bramandapally,director,1,DAWT
prasad,Prasad,director,3,"BEHT, DBGX, DAYS"
prasad-m-v,Prasad M.V.,director,1,CZEG
prasad-ramar,Prasad Ramar,director,1,BGHZ
prasad-rayala,Prasad Rayala,director,1,BETH
prasad-swamy,Prasad Swamy,director,1,BDTA
prasankar,Prasankar,director,2,"BOHU, BROP"
prasannamoorathoti,Prasannamoorathoti,director,1,CALN
prasanth-varma,Prasanth Varma,director,2,"CDPW, CYPJ"
prashant-kumar,Prashant Kumar,director,1,CZJL
prashanth-mandava,Prashanth Mandava,director,1,BGZH
prashanth-neel,Prashanth Neel,director,1,CFDG
pratap,Pratap,director,1,VGQ
prathani-ramakrishna-goud,Prathani Ramakrishna Goud,director,3,"BESH, BGOT, BDWX"
prathap-k-pothan,Prathap K. Pothan,director,2,"BJPH, AFPZ"
prathap-pothan,Prathap Pothan,director,5,"BJOF, BJPJ, BEWF, BEBS, BHQU"
praveen-gandhi,Praveen Gandhi,director,1,BJZP
praveen-kanth,Praveen Kanth,director,2,"BIRV, BGSL"
praveen-nayak,Praveen Nayak,director,1,BGSS
praveen-pappan,Praveen Pappan,director,1,BHPQ
praveen-sattaru,Praveen Sattaru,director,5,"AXRZ, BAML, BHCB, BIWM, BKWX"
praveen-sri,Praveen Sri,director,1,AXMB
prawaal-raman,Prawaal Raman,director,1,BJIA
prawin-cheruku,Prawin Cheruku,director,1,CULN
preetham,Preetham,director,1,BFOR
prem-bhagirath,Prem Bhagirath,director,1,CWNF
prem-chand,Prem Chand,director,1,CSBH
prem-kumar,Prem Kumar,director,1,BDWU
prem-raj,Prem Raj,director,1,AZAF
premchand,Premchand,director,3,"BDFM, BJHX, BECA"
premchand-areddy,Premchand Areddy,director,1,CDDZ
premsai,Premsai,director,1,BEON
pria-somiah,Pria Somiah,director,1,CYSA
pridhvi-sunain-zoro,Pridhvi Sunain Zoro,director,1,CTFZ
prithviraj,Prithviraj,director,1,BJKC
priya-krishnaswamy,Priya Krishnaswamy,director,2,"CQFI, BKMH"
priya-saran,Priya Saran,director,1,AXNA
priyadarshan,Priyadarshan,director,8,"AGCA, BGLS, CVYT, AGLH, BDTX"
priyadarshi,Priyadarshi,director,1,CUTE
priyadarshini-ram,Priyadarshini Ram,director,2,"BJGD, AVMK"
puli-amruth,Puli Amruth,director,1,BFMV
puranam-subrahmanya-sharma,Puranam Subrahmanya Sharma,director,2,"OIN, TXI"
puranam-surya,Puranam Surya,director,1,AJOV
puratshidasan,Puratshidasan,director,1,YPV
